customer_id,age,gender,location,account_balance,recency_days,frequency,monetary_total,monetary_avg,share_ATM Withdrawal,share_Airtime/Data,share_Bill Payment,share_Loan Repayment,share_Other/Unclassified,share_POS Purchase,share_Salary Credit,share_Savings Deposit,share_Transfer,cross_sell_conversion
FB103439,34,Male,Rivers,6062.98,89,7,24362.82,3480.402857142857,0.1239368020615019,0.1364932302582377,0.0,0.1115240353949173,0.0,0.1421662188531541,0.0,0.4136508006872768,0.0722289127449121,0
FB101812,62,Male,Kwara,12801.5,28,2,248146.91,124073.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0181610562871808,0.0,0.9818389437128192,1
FB103718,27,Male,Kano,34072.29,315,3,13682.22,4560.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
FB104904,18,Male,Enugu,28986.18,4,3,71681.99,23893.99666666667,0.7116840645746582,0.2648432332863527,0.0,0.0,0.0,0.0,0.0234727021389891,0.0,0.0,0
FB100816,29,Female,Kano,112753.23,85,4,71480.15000000001,17870.037500000002,0.0,0.0264735034831348,0.0,0.1107588610264527,0.0,0.0,0.0,0.7287779894138442,0.1339896460765681,1
FB101572,43,Male,Ogun,60903.66,119,7,61080.6,8725.8,0.3538606366014741,0.0,0.0,0.2270897797336633,0.0,0.0462741033978055,0.1197494785578399,0.2530260017092169,0.0,0
FB104209,30,Male,Cross River,20721.55,51,8,39273.53,4909.19125,0.4425833379377916,0.0,0.0,0.1048495004141466,0.0,0.008186175268686,0.1788968294930452,0.2119590472259559,0.0535251096603742,1
FB101800,27,Female,Lagos,16464.79,245,4,31148.36,7787.09,0.8386473637777399,0.0,0.0967957863592176,0.0,0.0,0.0,0.0,0.0645568498630425,0.0,0
FB102280,24,Female,Anambra,240612.89,144,6,43946.22,7324.37,0.0,0.0,0.4904155579251185,0.3464582391841664,0.0,0.0,0.0,0.1608506943259283,0.0022755085647866,1
FB103855,42,Female,Oyo,8379.45,28,14,87754.37,6268.169285714285,0.0,0.3576890814668261,0.2027092212045964,0.0310830104529267,0.0,0.0053932356872939,0.1025340390455768,0.277932141726959,0.0226592704158208,0
FB104810,42,Male,Plateau,20725.43,70,6,92242.49,15373.748333333331,0.6714291862676299,0.0,0.0,0.0419453117538349,0.0,0.1204976144941447,0.1661278874843903,0.0,0.0,0
FB105808,37,Male,Rivers,98062.86,594,5,58301.36,11660.272,0.0,0.3358028011696468,0.0,0.1955462102427799,0.0,0.465515212681145,0.0,0.0031357759064282,0.0,0
FB105913,59,Male,Rivers,36225.88,40,7,22039.49,3148.498571428572,0.0495410737725782,0.0,0.0,0.2298152089726214,0.0,0.2992601008462537,0.0,0.0,0.4213836164085467,0
FB104481,41,Female,Kwara,28245.24,576,1,5835.95,5835.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FB105246,23,Female,Ogun,17108.55,18,6,20574.2,3429.033333333333,0.0508491217155466,0.0103391626405886,0.0,0.0764399101787676,0.7754114376257644,0.0,0.0,0.0,0.0869603678393327,0
FB105549,45,Female,Kano,29186.57,72,11,188144.89,17104.08090909091,0.1066017790863201,0.0853995556297064,0.7284818631002946,0.0,0.0,0.003874354493497,0.0,0.0756424476901817,0.0,0
FB103555,25,Male,Cross River,43464.35,226,5,24264.76,4852.951999999999,0.0,0.0,0.0,0.0405621155947967,0.0618765650268125,0.0,0.8678898946455683,0.0,0.0296714247328224,0
FB103667,41,Male,Oyo,50591.95,136,7,42277.28,6039.611428571428,0.3176916774210639,0.0937879636532908,0.0,0.0,0.0,0.1789497810644393,0.0,0.1168947008889881,0.2926758769722177,0
FB104252,20,Female,Abuja FCT,25946.82,88,7,166550.49000000002,23792.927142857145,0.8150632880155442,0.0,0.0760412052825542,0.10380059524292,0.0,0.0,0.0,0.0050949114589815,0.0,1
FB104357,52,Female,Kwara,67728.5,248,4,21249.86,5312.465,0.0,0.1063470535805883,0.1045084532321624,0.2302678700000847,0.0,0.0,0.0,0.0,0.5588766231871645,0
FB100554,29,Female,Ogun,298174.6,28,11,138878.72999999998,12625.339090909089,0.0200978220350949,0.3318129421258389,0.0,0.0078101232636559,0.0,0.0465326115813415,0.0,0.0943164586830539,0.4994300423110148,1
FB101159,30,Male,Edo,10827.35,68,8,63312.77,7914.09625,0.140219579715119,0.0,0.3439219291779525,0.0,0.0,0.4363767372680108,0.0794817538389174,0.0,0.0,1
FB101213,45,Female,Imo,33914.23,244,6,61066.76,10177.793333333331,0.0,0.0330253316206722,0.0,0.0,0.0,0.4878103898094479,0.4791642785698799,0.0,0.0,0
FB103220,18,Female,Delta,31536.79,460,4,16981.699999999997,4245.424999999999,0.0,0.4884787742098848,0.0,0.0,0.0,0.0,0.0,0.1142441569454177,0.3972770688446975,0
FB101325,26,Male,Kaduna,193148.06,34,3,4618.17,1539.39,0.0,0.0,0.0,0.8177221713362651,0.0,0.1822778286637347,0.0,0.0,0.0,0
FB103383,65,Male,Cross River,49525.24,16,7,56677.08,8096.725714285714,0.0120611365299694,0.1530751054923789,0.0,0.3508518787488699,0.0,0.3616744193596424,0.1223374598691393,0.0,0.0,0
FB103447,28,Female,Edo,20077.01,94,10,137661.53,13766.153,0.1288500861497035,0.0049161882771461,0.0794425283519658,0.0130842654443837,0.1797339460051039,0.4154891348367259,0.0,0.115685260798714,0.0627985901362566,0
FB100700,24,Male,Enugu,65533.58,90,4,15357.87,3839.4675,0.0,0.327557141713011,0.0,0.0,0.0,0.3763764115726986,0.0,0.0,0.2960664467142904,1
FB102700,22,Female,Oyo,23457.47,82,10,140012.56,14001.256,0.0227293894204919,0.0023482893249005,0.0987944938654075,0.1649154904388577,0.0108256716397443,0.0113764079451157,0.5735372598001208,0.0791072600915232,0.036365737473838,0
FB104352,60,Female,Kwara,75354.4,8,8,86584.02,10823.0025,0.0,0.388173013911805,0.0,0.0,0.0,0.1289012683864759,0.0511415385887603,0.1733078459512506,0.2584763331617081,0
FB101847,49,Female,Kaduna,25678.38,172,6,33253.15,5542.191666666667,0.0,0.0,0.1848297078622626,0.0441642370722773,0.0,0.4644251747578801,0.0,0.3065808803075799,0.0,0
FB104466,38,Female,Delta,12267.09,49,8,47323.74,5915.4675,0.1057376276684809,0.4005909084953978,0.0,0.0,0.0,0.1943916520545502,0.0714537777445316,0.0063959441920693,0.2214300898449699,0
FB103977,55,Male,Kwara,365619.43,7,6,32637.01,5439.501666666666,0.0,0.2220381094959372,0.0,0.0474954660368704,0.0,0.1314234974343544,0.2223423653085867,0.1537741968397227,0.2229263648845283,1
FB101455,31,Male,Enugu,53868.38,42,7,57292.77,8184.681428571428,0.0590886075153985,0.0,0.0,0.0420255470280106,0.0,0.3797735735241985,0.0714121520045199,0.0,0.4477001199278722,0
FB105091,47,Male,Enugu,71735.88,118,6,34473.91,5745.651666666666,0.172256642777103,0.0,0.0,0.0,0.0,0.6216208141171106,0.1459715477588703,0.0,0.0601509953469159,0
FB103035,45,Male,Plateau,6909.06,248,4,9205.41,2301.3525,0.0,0.0,0.0,0.0,0.1839483521103351,0.6883267556795406,0.0,0.0,0.1277248922101242,0
FB102943,28,Male,Edo,14507.15,510,7,59449.23,8492.747142857143,0.4286689667805621,0.0394016877930967,0.1483524681480315,0.0209858058716656,0.0,0.1141160280797581,0.0,0.0,0.2484750433268858,0
FB100866,37,Female,Ogun,26016.92,79,2,40226.82,20113.41,0.0,0.0610590148562575,0.9389409851437424,0.0,0.0,0.0,0.0,0.0,0.0,0
FB104649,39,Male,Rivers,11278.57,43,6,71293.09,11882.181666666664,0.0358985702541438,0.0,0.2106723105984044,0.1476265091048796,0.0,0.0,0.0,0.039765705203688,0.5660369048388841,0
FB101644,29,Female,Kano,26453.86,166,8,123470.01,15433.75125,0.0554241471269014,0.0,0.7726824513904227,0.0512338988228801,0.0,0.0,0.0175347843577561,0.0891446433024505,0.0139800749995889,0
FB102140,65,Male,Delta,6883.81,215,3,7967.969999999999,2655.99,0.0,0.3615751565329689,0.0362338211614752,0.0,0.0,0.0,0.0,0.6021910223055559,0.0,0
FB104104,23,Male,Edo,52969.65,82,2,8081.48,4040.74,0.0,0.0,0.0,0.8169246227176211,0.0,0.0,0.1830753772823789,0.0,0.0,0
FB103547,46,Male,Abuja FCT,5499.23,76,7,511257.6741500111,73036.81059285873,0.0,0.0,0.0170771617551079,0.0,0.0,0.035600971721863,0.0,0.9440968000186656,0.0032250665043635,0
FB101490,41,Female,Ogun,147206.09,158,10,113362.31,11336.231000000002,0.0953180999928459,0.209542836591809,0.0,0.0261440508754629,0.0,0.661269428966294,0.007725583573588,0.0,0.0,0
FB100729,54,Male,Cross River,76152.98,171,7,38643.87,5520.552857142857,0.0,0.0225357864002751,0.368640873701314,0.0,0.0,0.0,0.15904670003289,0.4226874792819663,0.0270891605835543,0
FB104715,49,Male,Cross River,14572.95,6,9,592216.8941500111,65801.87712777901,0.0940420318132509,0.8604682662445818,0.0,0.0149395434128883,0.0,0.0,0.0219525314600479,0.0,0.0085976270692309,1
FB104095,45,Female,Oyo,23131.89,223,6,47523.25,7920.541666666667,0.0,0.0,0.1132296297075641,0.0,0.0,0.5253769470732746,0.0,0.0,0.3613934232191611,0
FB102620,36,Female,Enugu,14376.12,279,5,39981.62,7996.324,0.0407072049606794,0.1956091323963361,0.1236102989323594,0.6400733637106251,0.0,0.0,0.0,0.0,0.0,0
FB101936,23,Male,Abuja FCT,7153.68,26,2,102485.41,51242.705,0.0057943857569579,0.0,0.0,0.0,0.0,0.0,0.994205614243042,0.0,0.0,0
FB105786,32,Female,Oyo,37193.32,249,5,44711.33,8942.266,0.0,0.0,0.7759010971044699,0.037514652326379,0.0,0.1289248161483901,0.0,0.0403172976514006,0.0173421367693602,0
FB101110,33,Female,Anambra,17813.36,14,6,29549.0,4924.833333333333,0.0,0.0,0.15546143693526,0.1396514264442113,0.0,0.0486060441977731,0.5637189075772446,0.0,0.0925621848455108,1
FB104941,22,Male,Delta,59424.74,68,3,18182.48,6060.826666666667,0.0,0.0,0.0,0.1886172843308503,0.0,0.407502166921124,0.0,0.4038805487480256,0.0,0
FB105439,20,Male,Kano,13708.41,71,4,26217.36,6554.34,0.0,0.0,0.0,0.0434414449052078,0.0,0.8717201121699514,0.0,0.0,0.0848384429248406,0
FB102394,18,Male,Abuja FCT,30113.11,233,8,68946.69,8618.33625,0.0,0.0,0.0963458869454066,0.093483965655204,0.0,0.0487646325008495,0.6737802786471693,0.0387966412890887,0.0488285949622817,0
FB102007,36,Male,Anambra,19205.72,60,7,39945.42,5706.488571428571,0.0,0.2892041190204034,0.1112427907880302,0.0,0.0,0.2646433558590697,0.1524702957185079,0.0549740120394278,0.127465426574561,0
FB100193,42,Male,Plateau,286011.68,11,7,109432.61,15633.23,0.0210383358306084,0.0,0.1869396151658998,0.0,0.0,0.0,0.4018272980969748,0.3901947509065167,0.0,1
FB101515,18,Male,Cross River,17604.8,104,8,186039.45,23254.93125,0.0,0.0,0.1307802726787248,0.3132295865204933,0.0,0.0651760688391628,0.0,0.0338176660917885,0.4569964058698302,0
FB104863,37,Female,Kwara,8001.68,17,8,204651.9,25581.4875,0.0543316724643162,0.017769148490681,0.0,0.1012523216251596,0.0,0.0,0.0,0.7936705693912444,0.0329762880285988,0
FB100578,29,Female,Plateau,432647.85,107,4,25198.86,6299.715,0.0,0.1430219462309009,0.0,0.0,0.0,0.1888263992894916,0.6681516544796073,0.0,0.0,1
FB102123,40,Male,Cross River,406705.84,81,8,68805.83,8600.72875,0.2497972918864579,0.0693272648553182,0.0535047684186064,0.0302805736083701,0.0,0.0,0.073136389750694,0.0,0.5239537114805534,0
FB101429,53,Male,Anambra,44959.55,89,5,38248.37,7649.674000000001,0.0407737636924135,0.4039040095041958,0.0,0.0,0.0,0.3446735115770946,0.2106487152262959,0.0,0.0,1
FB100771,59,Female,Kano,21964.75,210,3,5300.29,1766.763333333333,0.0,0.2189351903386418,0.0,0.0,0.0,0.0,0.5759118840667209,0.0,0.2051529255946372,0
FB104697,40,Male,Abuja FCT,78590.44,14,11,571692.9641500111,51972.087650001005,0.0,0.0,0.1116197574599777,0.0048765861656965,0.0,0.0002269050139402,0.0408691403693209,0.8395610830432884,0.0028465279477761,1
FB102395,34,Male,Enugu,23391.64,1,8,53771.84,6721.4800000000005,0.29824216541595,0.0,0.5766302585144939,0.0,0.0,0.0,0.0380788531692424,0.0,0.0870487229003136,1
FB103073,38,Female,Delta,24125.94,16,5,84459.57,16891.914,0.0,0.7959944622024478,0.0,0.0,0.0,0.0942697198197906,0.1097358179777614,0.0,0.0,0
FB101846,53,Male,Plateau,116204.3,79,7,52942.73,7563.2471428571425,0.0192279468776921,0.0,0.1981682848617742,0.6791497151733581,0.0,0.1034540530871755,0.0,0.0,0.0,0
FB100131,18,Male,Delta,11768.4,125,6,123747.45,20624.575,0.0,0.0426947787610977,0.2290038299779106,0.4214024612224333,0.0,0.0124765399206205,0.0,0.2347515847801308,0.0596708053378069,0
FB100178,37,Female,Kwara,26435.83,386,3,16979.29,5659.763333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
FB105434,28,Female,Edo,69887.66,121,6,43150.61,7191.768333333333,0.0,0.7123007067571002,0.2033062800270958,0.0,0.0,0.0,0.0635214658610851,0.0,0.0208715473547187,0
FB103922,58,Female,Kano,181994.47,20,4,43489.29,10872.3225,0.2489884291051888,0.0,0.0,0.6182269243760935,0.0,0.0,0.1327846465187176,0.0,0.0,0
FB103671,49,Male,Delta,13351.07,104,9,82957.64,9217.515555555556,0.0,0.183089104270565,0.0,0.0441946034144655,0.0425338763253149,0.0324687394675161,0.2133710650399408,0.0240639680685226,0.4602786434136748,0
FB102580,41,Male,Delta,3706.7,46,3,12127.56,4042.52,0.0,0.0,0.0,0.4567415044741069,0.0,0.0,0.0546474311403118,0.4886110643855813,0.0,0
FB105594,48,Female,Oyo,5437.99,39,5,12398.19,2479.638,0.4539485199049215,0.2157742380137745,0.0,0.0498225950723452,0.0,0.0,0.2245174497245162,0.0559371972844423,0.0,1
FB103656,40,Male,Oyo,4267.67,168,8,108953.89,13619.23625,0.0864512501572913,0.3154986022068602,0.0068241712159152,0.0102276293209907,0.0,0.2734210774851637,0.0,0.2286273578667085,0.0789499117470702,0
FB102652,34,Female,Kwara,119410.63,135,9,71007.86,7889.762222222223,0.0,0.0386962795386313,0.1531610725911187,0.0098387699615225,0.0,0.0,0.0408974443110945,0.7574064335976327,0.0,0
FB105273,42,Male,Abuja FCT,98112.76,173,5,42344.35,8468.869999999999,0.2100797390915198,0.0,0.0560972124970627,0.5201853375952163,0.0,0.2136377108162009,0.0,0.0,0.0,0
FB102073,43,Male,Kwara,32718.41,149,5,20922.71,4184.542,0.500928894966283,0.0232794891292762,0.0,0.0,0.0,0.0,0.0,0.4341612534896292,0.0416303624148114,0
FB100658,24,Male,Kano,25958.46,15,10,129125.55,12912.554999999998,0.5461097358346199,0.0030154373011383,0.1227399225017821,0.0,0.0,0.0938021948406028,0.0607133135154119,0.1186758933456624,0.0549435026607824,0
FB101896,41,Male,Cross River,27868.95,208,4,48835.9,12208.975,0.560971334612447,0.0,0.0,0.0,0.0,0.0,0.0,0.439028665387553,0.0,1
FB104471,36,Female,Ogun,53217.22,307,4,124760.5,31190.125,0.0,0.7352288584928723,0.001229155061097,0.0,0.0,0.2505547829641593,0.0129872034818712,0.0,0.0,0
FB102606,35,Female,Oyo,56345.03,558,2,6200.83,3100.415,0.0,0.0,0.0,0.4772586895625263,0.0,0.5227413104374736,0.0,0.0,0.0,0
FB102221,45,Male,Delta,76745.75,140,9,47856.42,5317.38,0.0,0.0,0.0346032987841547,0.0919132688989272,0.0205197129246191,0.2920490082626323,0.0,0.0708122337609039,0.4901024773687626,0
FB105760,55,Female,Abuja FCT,1481.0,212,6,29113.56,4852.259999999999,0.1007647295624444,0.0055513650683736,0.0287127372949237,0.0,0.0,0.6219555423658254,0.2136052753424864,0.0,0.0294103503659463,0
FB102379,29,Female,Oyo,80345.7,76,6,36611.755,6101.9591666666665,0.0,0.1383420434229388,0.124902507405067,0.0,0.179805092653985,0.018722128999279,0.0,0.3739812527424593,0.1642469747762706,1
FB101447,44,Male,Abuja FCT,2727405.85,243,6,48231.54,8038.59,0.1269760409889462,0.0,0.0,0.1825139732216719,0.0,0.0,0.1443333553106535,0.0,0.5461766304787283,1
FB100342,22,Male,Ogun,79562.51,17,2,29520.13,14760.065,0.0,0.0,0.9538799456506458,0.0,0.0,0.0,0.0,0.0,0.0461200543493541,0
FB105444,55,Male,Ogun,73970.25,82,9,42082.46,4675.828888888889,0.0185079484421775,0.5472636343027475,0.1146282798106384,0.0,0.0,0.1246481313117151,0.0,0.1949520061327213,0.0,1
FB102527,22,Male,Plateau,10575.73,151,5,53252.37,10650.474,0.306145623190104,0.6829168354384979,0.0,0.0,0.0,0.0,0.0,0.0,0.0109375413713981,1
FB100727,45,Female,Kano,5235.2,90,7,56836.38,8119.482857142857,0.0,0.4015173028261125,0.0,0.0,0.0,0.1893338386434885,0.2172071831457246,0.1919416753846744,0.0,0
FB104787,43,Male,Enugu,14326.88,14,5,25973.84,5194.767999999999,0.0,0.0,0.1247177929793977,0.5566238954270911,0.0,0.1879464106963005,0.0,0.0596896723780542,0.0710222285191561,0
FB100976,26,Male,Kano,17691.81,58,10,97599.63,9759.963,0.2120189390062237,0.0,0.1281491538441282,0.1443430676940066,0.0,0.0843473484479398,0.3972322436058415,0.0218385049205616,0.0120707424812983,1
FB103382,18,Male,Ogun,57238.26,223,8,44230.26,5528.7825,0.2362375893788551,0.0,0.0,0.0842380307056752,0.0,0.2703762085052179,0.1986246519916455,0.1604582473627783,0.0500652720558278,1
FB104220,27,Female,Delta,169288.51,49,3,54846.03999999999,18282.01333333333,0.0,0.0,0.0,0.0726858311010238,0.0,0.3053576885405036,0.0,0.0,0.6219564803584726,0
FB101928,19,Female,Cross River,69597.52,103,3,62753.99,20917.996666666662,0.0,0.0,0.0,0.4410106831454063,0.0,0.0,0.5109812141028802,0.0,0.0480081027517134,0
FB103802,41,Male,Imo,16246.29,34,7,34673.79,4953.398571428572,0.0,0.0,0.2821543304034546,0.0,0.0416435584341948,0.1014192564470166,0.0,0.5661610686342624,0.0086217860810716,0
FB105844,34,Male,Oyo,152947.34,44,3,32138.78,10712.926666666668,0.0296859432747602,0.6514410316757513,0.0,0.0,0.0,0.3188730250494885,0.0,0.0,0.0,0
FB101299,53,Male,Cross River,21139.68,28,5,10433.13,2086.626,0.0,0.0,0.1367729530831112,0.0,0.0,0.0575694925683855,0.0,0.6438652638278254,0.1617922905206778,1
FB105831,58,Female,Plateau,18191.56,64,5,90553.18,18110.636,0.0,0.2609572629034121,0.0,0.0308869329602781,0.0,0.0,0.6031220549074037,0.1050337492289061,0.0,1
FB105589,33,Female,Plateau,44202.51,101,7,55394.87,7913.552857142858,0.660470364855085,0.077462046575793,0.0,0.0295108554275874,0.0,0.0989403892454301,0.1037740498353006,0.0298422940608038,0.0,0
FB100660,38,Male,Plateau,65033.78,62,4,22238.74,5559.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0646043795646695,0.5961421375491598,0.3392534828861707,0
FB101790,65,Female,Lagos,157074.1,293,4,28872.8,7218.2,0.0,0.0,0.0,0.0436764013188883,0.0,0.0,0.0,0.0,0.9563235986811116,0
FB105866,50,Male,Cross River,29381.86,36,14,131007.36,9357.668571428572,0.0303063888929599,0.2680357805851519,0.0334156035202907,0.0285683949359791,0.0,0.1338195044919613,0.5027067181569035,0.0,0.0031476094167533,1
FB104059,34,Female,Delta,36739.23,52,4,32731.42,8182.855,0.0,0.2140713723999753,0.1801855831491575,0.0,0.0,0.0,0.0,0.0,0.6057430444508671,0
FB100493,57,Female,Ogun,95329.87,108,8,21842.870000000003,2730.3587500000003,0.0,0.0443879398632139,0.1734607219655658,0.1769657558736558,0.0,0.0,0.1938142744062478,0.0,0.4113713078913165,1
FB103200,42,Female,Abuja FCT,14832.68,208,7,108704.52,15529.217142857142,0.0,0.0,0.0,0.0,0.0133300804787142,0.0,0.0671934340908731,0.2395732026598342,0.6799032827705785,0
FB104271,37,Unspecified,Unknown,36236.485,77,5,28827.49,5765.498,0.0,0.0,0.3180981070499026,0.0,0.0,0.0230679119132466,0.5890710568280484,0.0,0.069762924208802,0
FB103198,39,Female,Plateau,8829.47,59,6,63443.54,10573.923333333334,0.0645802551370872,0.1239743242574421,0.2966480117597473,0.0,0.0,0.0,0.0,0.4404635996036791,0.0743338092420441,0
FB103940,20,Female,Kwara,27927.64,25,8,44889.98,5611.2475,0.0,0.3148210357857143,0.2001468924690989,0.0671860401809045,0.0,0.0,0.0374386444369099,0.0852306015730013,0.2951767855543709,0
FB105603,43,Male,Kaduna,18986.11,396,4,17620.37,4405.0925,0.0,0.0,0.0,0.2639081926202458,0.0,0.0992731707676967,0.0,0.3478542164551595,0.2889644201568979,0
FB105151,62,Female,Delta,12559.9,78,3,44250.18,14750.06,0.0,0.0,0.0,0.0,0.0,0.1887761812494322,0.0,0.0,0.8112238187505678,0
FB101085,50,Female,Oyo,33404.77,29,10,51981.65,5198.165,0.0168197815960055,0.0,0.0,0.2592251304065954,0.0,0.1180285735447028,0.4602683831698301,0.1456581312828662,0.0,0
FB105744,29,Male,Plateau,137070.89,70,7,58308.740000000005,8329.820000000002,0.0238545713730051,0.0,0.5153217167786511,0.0,0.0,0.0,0.0,0.4381653590868196,0.0226583527615242,0
FB100694,38,Male,Kano,15855.0,19,9,43714.59,4857.176666666666,0.03319738329926,0.0,0.0,0.3908436519706579,0.0,0.0,0.2118221856821715,0.3641367790479106,0.0,0
FB101278,18,Female,Anambra,36450.59,138,7,52167.86,7452.551428571429,0.0,0.9410688880088238,0.0,0.0073712051826546,0.0,0.0,0.0331571967874472,0.0,0.0184027100210742,1
FB104288,37,Unspecified,Unknown,36236.485,70,6,95705.97,15950.995,0.0,0.0,0.0772952826244799,0.1187955150551214,0.0,0.036165873455961,0.0,0.0,0.7677433288644375,1
FB101621,18,Female,Imo,116378.3,30,8,29802.35,3725.29375,0.5062734985663883,0.0033554400911337,0.2693294320749874,0.0,0.0,0.0653747103835771,0.0,0.1556669188839135,0.0,1
FB102561,34,Male,Ogun,33637.72,141,2,22037.11,11018.555,0.0,0.0,0.0,0.0,0.7785617079553535,0.2214382920446465,0.0,0.0,0.0,1
FB104247,25,Female,Kaduna,82080.18,72,12,136250.24,11354.186666666666,0.0957985835474491,0.0441570598334358,0.0,0.071493892414428,0.0,0.1403345050988534,0.1171558303310144,0.4554866839133641,0.0755734448614549,0
FB104110,18,Female,Anambra,105203.55,18,6,84805.90000000001,14134.316666666668,0.0,0.7583335593396214,0.0,0.0181158386385852,0.0,0.0962785608076796,0.0,0.053415151540164,0.0738568896739495,1
FB100067,26,Female,Edo,199771.17,7,8,58494.33,7311.791249999999,0.6765616428122178,0.0,0.0465511785501261,0.0,0.0,0.2129688467241184,0.0,0.0639183319135376,0.0,1
FB104681,37,Female,Kwara,42330.01,52,5,48236.98,9647.396,0.0277334940951941,0.9459279996384518,0.0,0.0,0.0,0.0196293383209313,0.0,0.0067091679454227,0.0,0
FB103098,19,Female,Anambra,21499.63,23,5,40254.42,8050.884,0.0,0.06500106075308,0.6738107268717324,0.0,0.0,0.0,0.0,0.0440048571063749,0.2171833552688127,1
FB102269,35,Female,Rivers,84361.57,95,6,14952.58,2492.096666666667,0.2080604149919278,0.0,0.4229363761972851,0.0,0.0,0.1921420918664204,0.1768611169443668,0.0,0.0,0
FB104889,48,Male,Cross River,54466.84,71,4,13632.36,3408.09,0.0,0.0755173719003899,0.0,0.0,0.0,0.1673591366425182,0.3836254324269605,0.0,0.3734980590301312,0
FB104790,57,Male,Lagos,7706.83,356,2,5527.51,2763.755,0.0,0.0,0.2827041470752653,0.0,0.0,0.0,0.0,0.0,0.7172958529247346,0
FB100820,38,Male,Ogun,171689.45,34,9,76072.73000000001,8452.525555555556,0.0,0.0,0.1042858590719696,0.1104648143953819,0.4524445224984039,0.0606393381701958,0.0033163000723123,0.0808710296054841,0.1879781361862523,1
FB101226,37,Female,Abuja FCT,16525.57,83,8,55047.27,6880.90875,0.2909993538280827,0.0216875423613196,0.1092188586282298,0.0,0.0,0.0,0.1787798014324779,0.0246578985660869,0.374656545183803,0
FB101677,30,Male,Enugu,30266.76,44,6,35315.37,5885.895,0.3103037006266677,0.0975787596165635,0.2302054317992421,0.1996391372934787,0.0,0.0551264222914838,0.0,0.1071465483725641,0.0,1
FB105083,57,Female,Plateau,41288.03,504,6,18886.25,3147.708333333333,0.1209562512409822,0.1297277119597591,0.3966944205440466,0.0,0.0,0.0,0.0917916473624991,0.260829968892713,0.0,0
FB102867,30,Male,Delta,26655.8,71,7,102837.76,14691.108571428573,0.0217422083094769,0.0,0.0308095975641632,0.4990608508003286,0.0,0.0,0.216378886510169,0.2320084568158621,0.0,1
FB104684,50,Female,Imo,54512.76,94,5,59015.780000000006,11803.156,0.0751336337501597,0.8294866220526104,0.0,0.0953797441972299,0.0,0.0,0.0,0.0,0.0,1
FB102367,41,Male,Lagos,104153.76,51,4,38052.75,9513.1875,0.0290785817056585,0.0,0.1041504227683938,0.0,0.6950391233222304,0.0,0.0,0.0,0.1717318722037172,1
FB103125,30,Male,Kaduna,24499.04,144,4,19037.48,4759.37,0.387476703849459,0.359490856983172,0.0,0.2530324391673688,0.0,0.0,0.0,0.0,0.0,1
FB104568,35,Male,Rivers,115306.78,87,8,152136.32,19017.04,0.0,0.2445138675629856,0.0,0.0559325347162334,0.0212395041499623,0.0011668482581937,0.6534624999474156,0.0,0.0236847453652093,0
FB102512,67,Male,Abuja FCT,9339.77,65,8,82015.64,10251.955,0.380416101124127,0.4919210531064562,0.0,0.0,0.0,0.0187775160932719,0.034871519627232,0.0119322363393128,0.0620815737095997,1
FB105310,32,Female,Enugu,59440.07,113,7,87908.35,12558.335714285717,0.7932917635241703,0.0426136993812305,0.0,0.0,0.0,0.0433569734843163,0.0,0.0,0.1207375636102827,0
FB102723,20,Male,Cross River,253973.76,11,5,47255.52,9451.104,0.0,0.0449009978093564,0.0,0.0,0.0,0.0,0.0,0.1865674105374356,0.7685315916532078,0
FB105422,33,Male,Abuja FCT,28915.18,34,8,50663.2,6332.9,0.0095067030902114,0.0,0.3186904893492712,0.0585415054714269,0.257732831720065,0.2474243632459063,0.1038463815945301,0.0042577255285887,0.0,1
FB105176,36,Male,Kwara,14094.19,6,6,81953.95,13658.991666666669,0.0358885691293708,0.0408107235831829,0.0405125073288108,0.1760923054959522,0.0,0.0,0.706695894462683,0.0,0.0,0
FB105689,45,Male,Plateau,38652.91,265,4,37390.55,9347.6375,0.1325136966426008,0.0,0.0,0.0,0.0,0.0545343676410215,0.0,0.0,0.8129519357163775,0
FB101143,48,Female,Plateau,27537.59,93,5,146674.32,29334.864,0.0247791160715795,0.0,0.2711400332382655,0.0362954469466775,0.0,0.0,0.0,0.6478267634034369,0.0199586403400404,0
FB100397,23,Female,Delta,115666.71,277,2,6886.78,3443.39,0.0,0.0,0.8220634316763422,0.0,0.0,0.0,0.0,0.1779365683236578,0.0,0
FB105612,49,Female,Oyo,1730.11,49,8,52058.54,6507.3175,0.1953662165708066,0.4528302176741798,0.0,0.2811822997725253,0.0,0.0706212659824881,0.0,0.0,0.0,1
FB100786,41,Male,Oyo,8166.21,121,2,16655.2,8327.6,0.8207310629713243,0.0,0.0,0.0,0.0,0.0,0.0,0.1792689370286757,0.0,0
FB105879,43,Male,Delta,47415.06,269,10,147482.07,14748.207,0.1749051935601392,0.199375151162443,0.0,0.1655340205083913,0.0,0.0487923040407556,0.1039876915207387,0.2472812457812669,0.0601243934262653,1
